id,listing_url,scrape_id,last_scraped,source,name,description,neighborhood_overview,picture_url,host_id,host_url,host_name,host_since,host_location,host_about,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_thumbnail_url,host_picture_url,host_neighbourhood,host_listings_count,host_total_listings_count,host_verifications,host_has_profile_pic,host_identity_verified,neighbourhood,neighbourhood_cleansed,neighbourhood_group_cleansed,latitude,longitude,property_type,room_type,accommodates,bathrooms,bathrooms_text,bedrooms,beds,amenities,price,minimum_nights,maximum_nights,minimum_minimum_nights,maximum_minimum_nights,minimum_maximum_nights,maximum_maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,calendar_updated,has_availability,availability_30,availability_60,availability_90,availability_365,calendar_last_scraped,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,first_review,last_review,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,license,instant_bookable,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,reviews_per_month
888038298563003925,https://www.airbnb.com/rooms/888038298563003925,20240905174946,2024-09-06,city scrape,Triple Room With City View,This tastefully decorated room has an elegant interior with vintage color accents. The modern walk-in shower has a rain shower head.,,https://a0.muscache.com/pictures/miso/Hosting-888038298563003925/original/68166143-dfbf-4406-9ee1-daa0bebc4bd3.jpeg,311321908,https://www.airbnb.com/users/show/311321908,Melrose Hotel,2019-11-22,,"",within an hour,100%,100%,f,https://a0.muscache.com/im/pictures/user/dd247f54-e797-4d95-adef-beef8e7dcb81.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/dd247f54-e797-4d95-adef-beef8e7dcb81.jpg?aki_policy=profile_x_medium,,9,9,"['email', 'phone']",t,t,,Centrum-West,,52.37011,4.87909,Room in hotel,Private room,3,1.0,1 bath,1,3,"[""Paid parking on premises"", ""Body soap"", ""Coffee maker"", ""Carbon monoxide alarm"", ""Pocket wifi"", ""Smoke alarm"", ""Extra pillows and blankets"", ""Safe"", ""Luggage dropoff allowed"", ""Hair dryer"", ""Elevator"", ""EV charger"", ""Wifi"", ""Cleaning available during stay"", ""Air conditioning"", ""Hangers"", ""Essentials"", ""Heating"", ""TV"", ""First aid kit"", ""Shampoo"", ""Fire extinguisher"", ""High chair"", ""Bed linens""]",$269.00,1,365,1,2,1000,1000,1.1,1000.0,,t,23,42,58,323,2024-09-06,8,1,0,2022-12-01,2023-12-01,4.75,5.0,4.88,4.75,4.5,4.88,4.75,Exempt,t,9,0,9,0,0.37
673567288203490948,https://www.airbnb.com/rooms/673567288203490948,20240905174946,2024-09-06,previous scrape,Licht & authentiek appartement dichtbij centrum,"This centrally located apartment is located in a nice and quiet street, within walking distance of the center. It is very suitable for a romantic getaway in Amsterdam for two. The interior is stylish and vintage. <br /><br />The apartment is completely in authentic style: the front and back rooms are separated by a stained glass sliding door. There are two balconies, front and back. <br /><br />The apartment is at 3-high, so it is always bright there.",,https://a0.muscache.com/pictures/miso/Hosting-673567288203490948/original/6d688d8b-76ed-456e-a367-663c6c651c76.jpeg,201021236,https://www.airbnb.com/users/show/201021236,Anne,2018-07-09,,"",N/A,N/A,N/A,f,https://a0.muscache.com/im/pictures/user/5681ae3c-df14-47ce-ac7b-84b5f909131d.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/5681ae3c-df14-47ce-ac7b-84b5f909131d.jpg?aki_policy=profile_x_medium,,1,1,"['email', 'phone']",t,t,,Westerpark,,52.37759,4.87503,Entire condo,Entire home/apt,2,,1 bath,1,,"[""Dishes and silverware"", ""Shower gel"", ""Body soap"", ""Dedicated workspace"", ""Coffee maker"", ""Cooking basics"", ""Hot water"", ""Cleaning products"", ""Refrigerator"", ""Host greets you"", ""Oven"", ""Conditioner"", ""Wifi"", ""Hot water kettle"", ""Hangers"", ""Dining table"", ""Essentials"", ""Heating"", ""Freezer"", ""Shampoo"", ""Kitchen""]",,3,3,3,3,3,3,3.0,3.0,,t,0,0,0,0,2024-09-06,0,0,0,,,,,,,,,,0363 4433 26F1 754E 782A,f,1,1,0,0,
7721564,https://www.airbnb.com/rooms/7721564,20240905174946,2024-09-05,previous scrape,Room nearby Leidseplein in a canalhouse,"Comfortable room in a canal house near the center in a quiet street. For one person or couples, the bed is only 140 x 200.  So not too wide. A shared bathroom with the owners and breakfast included.",,https://a0.muscache.com/pictures/d1758ca6-97bc-41ee-846c-97be7c602095.jpg,21185669,https://www.airbnb.com/users/show/21185669,Saira,2014-09-10,"Amsterdam, Netherlands","",N/A,N/A,N/A,f,https://a0.muscache.com/im/users/21185669/profile_pic/1410385269/original.jpg?aki_policy=profile_small,https://a0.muscache.com/im/users/21185669/profile_pic/1410385269/original.jpg?aki_policy=profile_x_medium,Oud-West,1,1,"['email', 'phone']",t,t,,De Baarsjes - Oud-West,,52.36611,4.87783,Private room in townhouse,Private room,2,,1 shared bath,1,,"[""Smoke alarm"", ""Breakfast"", ""Essentials"", ""Host greets you"", ""Heating"", ""First aid kit"", ""Hair dryer"", ""Carbon monoxide alarm"", ""Shampoo"", ""Wifi"", ""Hot water""]",,2,4,2,2,4,4,2.0,4.0,,,0,0,0,0,2024-09-05,15,0,0,2016-03-22,2018-08-12,4.87,4.87,4.87,5.0,4.87,5.0,4.73,0363991aace2d3e713cc,f,1,0,1,0,0.15
51559516,https://www.airbnb.com/rooms/51559516,20240905174946,2024-09-06,previous scrape,Full appartment next to the center of Amsterdam,You'll have a great time at this comfortable place to stay.,,https://a0.muscache.com/pictures/257ce7ea-cfa2-4f08-b03c-3586f5021c63.jpg,87960462,https://www.airbnb.com/users/show/87960462,Dirk,2016-08-04,"Amsterdam, Netherlands","From the Netherlands, speaks both Dutch and English, beginners understanding of Spanish.

Like to travel around and meet different people ",N/A,N/A,N/A,f,https://a0.muscache.com/im/pictures/user/48645a55-29c3-491e-b6e5-880f2925b887.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/48645a55-29c3-491e-b6e5-880f2925b887.jpg?aki_policy=profile_x_medium,,1,1,"['email', 'phone']",t,f,,De Baarsjes - Oud-West,,52.36684,4.85501,Entire condo,Entire home/apt,2,,1 bath,1,,"[""Air conditioning"", ""Smoke alarm"", ""Lockbox"", ""Washer"", ""TV"", ""Self check-in"", ""Wifi"", ""Kitchen""]",,1,7,1,1,7,7,1.0,7.0,,t,0,0,0,0,2024-09-06,5,0,0,2022-06-12,2022-09-13,4.0,4.8,3.8,4.8,4.2,4.8,4.0,0363 E234 C025 62EB E2EE,f,1,1,0,0,0.18
1196253972962550164,https://www.airbnb.com/rooms/1196253972962550164,20240905174946,2024-09-06,previous scrape,Light and cosy apartment,Lovely pleasant area of Westerpark. Quiet and light artsy apartment close to the city centre,,https://a0.muscache.com/pictures/hosting/Hosting-1196253972962550164/original/3711f513-b1a3-4470-9c92-4c84b2650eca.jpeg,588312621,https://www.airbnb.com/users/show/588312621,Joanna,2024-07-08,,"",N/A,N/A,N/A,f,https://a0.muscache.com/defaults/user_pic-50x50.png?v=3,https://a0.muscache.com/defaults/user_pic-225x225.png?v=3,,1,1,['phone'],f,t,,Westerpark,,52.383045193512295,4.873240330880894,Entire rental unit,Entire home/apt,2,,1 bath,1,,"[""Smoke alarm"", ""Washer"", ""TV"", ""Wifi"", ""Kitchen""]",,21,28,21,21,28,28,21.0,28.0,,t,0,0,0,0,2024-09-06,0,0,0,,,,,,,,,,0363 6AFF 7084 E673 0781,f,1,1,0,0,
691797480164743915,https://www.airbnb.com/rooms/691797480164743915,20240905174946,2024-09-06,previous scrape,Nice apartment super close to Erasmuspark,"My apartment is in a nice aera of Amsterdam in West. Close to some nice restaurants and bars, close to Erasmuspark and not far from the beautiful Westerpark. <br />By bike anything in close in Amsterdam and the bus and tram are also only a 2min walk away :) <br /><br />The apartment has a small bathroom and small bedroom but makes up for it by a big living room / kitchen are and a long balcony. <br /><br />Looking forward to hosting you :)",,https://a0.muscache.com/pictures/hosting/Hosting-691797480164743915/original/41f22c8a-55de-4c2b-9c1b-8412ad43fea5.jpeg,34088029,https://www.airbnb.com/users/show/34088029,Aline,2015-05-24,"Amsterdam, Netherlands","",within an hour,100%,100%,f,https://a0.muscache.com/im/users/34088029/profile_pic/1432460186/original.jpg?aki_policy=profile_small,https://a0.muscache.com/im/users/34088029/profile_pic/1432460186/original.jpg?aki_policy=profile_x_medium,,1,1,"['email', 'phone']",t,t,,Bos en Lommer,,52.37759,4.85827,Entire condo,Entire home/apt,2,,1 bath,1,,"[""Dishes and silverware"", ""Toaster"", ""Shower gel"", ""Body soap"", ""Central heating"", ""Portable fans"", ""Dedicated workspace"", ""Cooking basics"", ""Hot water"", ""Smoke alarm"", ""Stove"", ""Iron"", ""Drying rack for clothing"", ""Cleaning products"", ""Blender"", ""Refrigerator"", ""Hair dryer"", ""Conditioner"", ""Wifi"", ""Single oven"", ""Hot water kettle"", ""Dining table"", ""Essentials"", ""Shampoo"", ""Fire extinguisher"", ""Kitchen"", ""Bed linens""]",,2,30,2,2,1125,1125,2.0,1125.0,,t,0,0,0,0,2024-09-06,6,1,0,2023-03-05,2024-04-04,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0363 6413 EF3B 9BDB BDF8,f,1,1,0,0,0.33
36615250,https://www.airbnb.com/rooms/36615250,20240905174946,2024-09-06,previous scrape,Renovated apartment & Roof terrace in Center East,This is a great place for your stay in Amsterdam! It's located in a vibrant but quiet street very close to the city centre.<br /><br />A calm street in Amsterdam-Centrum known for its local and small-scale shops with quality food. <br /><br />Biking or Public Transport to the city centre takes 10-15 min.<br /><br />There is great public transport in immediate visinity of the apartment with trams 7 & 26,,https://a0.muscache.com/pictures/8b024240-f548-4ab3-b09f-5887d1b05774.jpg,130374802,https://www.airbnb.com/users/show/130374802,Oliver,2017-05-15,"Espoo, Finland",Swedish speaking Finnish guy living in Amsterdam! ,N/A,N/A,N/A,f,https://a0.muscache.com/im/pictures/user/ed151463-f383-4e8d-a5ce-97cdeba1ab1f.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/ed151463-f383-4e8d-a5ce-97cdeba1ab1f.jpg?aki_policy=profile_x_medium,Oostelijke Eilanden en Kadijken,1,1,"['email', 'phone']",t,t,,Centrum-Oost,,52.36864,4.93021,Entire rental unit,Entire home/apt,4,,1 bath,2,,"[""Dishes and silverware"", ""Smoke alarm"", ""Hangers"", ""Essentials"", ""Washer"", ""Heating"", ""TV"", ""Coffee maker"", ""Patio or balcony"", ""Cooking basics"", ""Carbon monoxide alarm"", ""Shampoo"", ""Wifi"", ""Fire extinguisher"", ""Kitchen"", ""Dryer"", ""Hot water""]",,2,1125,2,2,1125,1125,2.0,1125.0,,t,0,0,0,0,2024-09-06,12,0,0,2019-07-15,2021-08-04,4.33,4.58,3.75,4.5,4.83,4.83,4.25,0363A13D90B1030BFE63,f,1,1,0,0,0.19
36619516,https://www.airbnb.com/rooms/36619516,20240905174946,2024-09-06,previous scrape,Apartment with private rootfop terrace,"Nice apartment with private rooftop located in a nice street in the Eastern district close to the Oosterpark, the Dapper Market and the Artis Zoo. Its a nice upcoming area with a lot of shops, restaurants, bars, Park, outdoor swimming pool, Zoo and more... The city is 10 min with the bike and the nearby station Muiderpoort ( 1 minute walk to Muiderpoort station) brings you in 5 min to the Central station. Also there is the possibility to take difference trams and busses",Every day there is always fun in the street and in the neighborhood. Javastraat is one of the most popular street for shopping or to go out for dinner or have a drink,https://a0.muscache.com/pictures/0af507c3-4c01-426f-86aa-befb40675632.jpg,273576899,https://www.airbnb.com/users/show/273576899,Tamara,2019-07-04,"Amsterdam, Netherlands","",N/A,N/A,N/A,f,https://a0.muscache.com/im/pictures/user/f2222484-a530-44d6-82d8-e0bef6de7aeb.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/f2222484-a530-44d6-82d8-e0bef6de7aeb.jpg?aki_policy=profile_x_medium,Indische Buurt,1,1,"['email', 'phone']",t,f,"Amsterdam, Noord-Holland, Netherlands",Oud-Oost,,52.3622,4.93156,Entire rental unit,Entire home/apt,3,,1.5 baths,1,,"[""Dishes and silverware"", ""Shower gel"", ""Coffee"", ""Body soap"", ""Washer"", ""Rice maker"", ""Outdoor furniture"", ""Patio or balcony"", ""Cooking basics"", ""First aid kit"", ""Hot water"", ""Smoke alarm"", ""Stove"", ""Iron"", ""Cleaning products"", ""Blender"", ""Microwave"", ""Refrigerator"", ""Wine glasses"", ""Extra pillows and blankets"", ""Host greets you"", ""Paid street parking off premises"", ""Oven"", ""Hair dryer"", ""Conditioner"", ""Clothing storage: dresser"", ""Wifi"", ""Dishwasher"", ""Hot water kettle"", ""Hangers"", ""Dining table"", ""Essentials"", ""Breakfast"", ""City skyline view"", ""Heating"", ""TV"", ""Outdoor dining area"", ""Freezer"", ""Room-darkening shades"", ""Shampoo"", ""Private entrance"", ""Kitchen"", ""Bed linens"", ""Baking sheet""]",,1,10,1,1,1125,1125,1.0,1125.0,,,0,0,0,0,2024-09-06,15,0,0,2019-09-22,2021-08-19,4.93,4.73,5.0,5.0,4.93,4.67,4.73,0363 CCE7 9A4C 0833 AF97,f,1,1,0,0,0.25
41151206,https://www.airbnb.com/rooms/41151206,20240905174946,2024-09-06,previous scrape,Bright stylish home in city centre - 160m2,"The apartment consists of three levels.  Your enter through a charming private hallway. The ground floor has two spacious bedrooms, a babyroom, a bathroom and a seperate toilet. The living room, kitchen and balcony are on the first floor, which also has a toilet. The basement includes a bathroom with a shower and toilet and good washing and drying machine .","This spacious and luxurious apartment is located in the Museum Quarter in the heart of Amsterdam. Rijksmuseum can be reached from a walking distance (300m).  The Pijp, a vibrant area full of restaurants, bars and boutique shops, is around the corner. Last but not least, the Vondelpark is 600m from our house. This is a great spot for a run or walk.",https://a0.muscache.com/pictures/160310a1-c13f-4ce1-afd9-a0f5fad5fe7b.jpg,13960281,https://www.airbnb.com/users/show/13960281,Erica,2014-04-06,"Amsterdam, Netherlands","",within a few hours,100%,100%,f,https://a0.muscache.com/im/users/13960281/profile_pic/1396806791/original.jpg?aki_policy=profile_small,https://a0.muscache.com/im/users/13960281/profile_pic/1396806791/original.jpg?aki_policy=profile_x_medium,Museumkwartier,1,1,"['email', 'phone']",t,t,"Amsterdam, Noord-Holland, Netherlands",Zuid,,52.35574,4.88467,Entire rental unit,Entire home/apt,3,,2.5 baths,3,,"[""Dishes and silverware"", ""Toaster"", ""Outlet covers"", ""Coffee"", ""Dedicated workspace"", ""Private patio or balcony"", ""Kitchen"", ""Coffee maker"", ""Outdoor furniture"", ""Cooking basics"", ""Carbon monoxide alarm"", ""BBQ grill"", ""Changing table"", ""Baby bath"", ""Hot water"", ""Children\u2019s books and toys for ages 0-2 years old and 2-5 years old"", ""Stove"", ""Iron"", ""Cleaning products"", ""Microwave"", ""Refrigerator"", ""Crib"", ""Wine glasses"", ""Bathtub"", ""Oven"", ""Hair dryer"", ""Baby monitor"", ""Indoor fireplace"", ""Wifi"", ""Dryer"", ""Dishwasher"", ""Hangers"", ""Dining table"", ""Essentials"", ""Heating"", ""TV"", ""Children\u2019s dinnerware"", ""Outdoor dining area"", ""Freezer"", ""Laundromat nearby"", ""Fire extinguisher"", ""Private entrance"", ""High chair"", ""Baking sheet""]",,3,1125,2,2,1125,1125,2.0,1125.0,,t,0,0,0,0,2024-09-06,16,3,2,2020-02-10,2024-08-11,5.0,5.0,4.81,5.0,4.94,5.0,4.88,0363 9EE4 9770 52C3 8DF8,f,1,1,0,0,0.29
53127475,https://www.airbnb.com/rooms/53127475,20240905174946,2024-09-06,previous scrape,Mooi appartement vlakbij het centrum van Amsterdam,"This apartment is located against the Jordaan, the city center and the Westerpark. Everything is in walking distance. It is located just outside of the city center so it is easily accessible by car, taxi or public transport. There are plenty of shops, restaurants, parks and nightlife nearby. It really is a prime location!",,https://a0.muscache.com/pictures/miso/Hosting-53127475/original/c6a1e1e3-4dc8-4da3-b63f-22faba4ac08d.jpeg,6606794,https://www.airbnb.com/users/show/6606794,Bart,2013-05-27,"Amsterdam, Netherlands","Mijn naam is Bart. Ik woon in Amsterdam. Ik hou van reizen, surfen en eten :- )… Ik heb een bedrijf die stages en shows maakt voor grote (Dance) Events. Carpe Diem! ",N/A,N/A,N/A,f,https://a0.muscache.com/im/pictures/user/ed101aeb-1b73-4c31-b8d5-ed9eb697a8ee.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/ed101aeb-1b73-4c31-b8d5-ed9eb697a8ee.jpg?aki_policy=profile_x_medium,,1,1,"['email', 'phone']",t,t,,Westerpark,,52.38888,4.88021,Entire condo,Entire home/apt,2,,1 bath,1,,"[""Dishes and silverware"", ""Bidet"", ""Paid parking on premises"", ""Shower gel"", ""Coffee"", ""Central heating"", ""Washer"", ""Portable fans"", ""Outdoor furniture"", ""Dove body soap"", ""Cooking basics"", ""Carbon monoxide alarm"", ""Hot water"", ""Stainless steel oven"", ""Waterfront"", ""Smoke alarm"", ""Lockbox"", ""Drying rack for clothing"", ""Cleaning products"", ""Clothing storage: closet"", ""Ethernet connection"", ""Mini fridge"", ""Microwave"", ""Refrigerator"", ""Wine glasses"", ""Lake access"", ""Extra pillows and blankets"", ""Coffee maker: Nespresso"", ""Andrelon shampoo"", ""Paid street parking off premises"", ""Luggage dropoff allowed"", ""Game console: PS4"", ""Free dryer \u2013 In unit"", ""Hair dryer"", ""Self check-in"", ""Wifi"", ""Dishwasher"", ""Hangers"", ""Dining table"", ""Essentials"", ""City skyline view"", ""Andrelon conditioner"", ""TV"", ""Outdoor dining area"", ""Freezer"", ""Room-darkening shades"", ""Argon Bluetooth sound system"", ""Private entrance"", ""Kitchen"", ""Bed linens""]",,3,14,3,3,14,14,3.0,14.0,,t,0,0,0,0,2024-09-06,19,0,0,2021-11-23,2023-07-13,4.89,4.89,4.84,4.84,4.89,4.74,4.79,0363 7D55 6CDC 799D 50A1,f,1,1,0,0,0.56
36781797,https://www.airbnb.com/rooms/36781797,20240905174946,2024-09-06,previous scrape,"Bright, book-filled apartment with sunny rooftop!","My cozy apartment is located in the heart of the hip and laidback neighbourhood of De Baarsjes. Lots of bars, restaurants and cafes are in walking (or cycling!) distance. The apartment is bright, spacious and has a large, sun-filled terrace with furniture for lounging (and a hammock!). All amenities are available with a large kitchen, a bathroom (with rain shower) and a comfy couch. I hope you'll enjoy the place as much as I do!",,https://a0.muscache.com/pictures/7587a47a-4532-4687-82a5-a54ac8de98ed.jpg,31632922,https://www.airbnb.com/users/show/31632922,Tommi,2015-04-21,Netherlands,"",N/A,N/A,N/A,f,https://a0.muscache.com/im/pictures/user/03d7830e-773b-4bce-8307-0721703bebed.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/03d7830e-773b-4bce-8307-0721703bebed.jpg?aki_policy=profile_x_medium,Oud-West,1,1,"['email', 'phone']",t,f,,De Baarsjes - Oud-West,,52.37277,4.85222,Entire rental unit,Entire home/apt,1,,1 bath,1,,"[""Hangers"", ""Essentials"", ""Iron"", ""Washer"", ""Heating"", ""First aid kit"", ""Shampoo"", ""Wifi"", ""Fire extinguisher"", ""Kitchen""]",,1,1125,1,1,1125,1125,1.0,1125.0,,,0,0,0,0,2024-09-06,7,0,0,2019-07-24,2019-08-26,5.0,5.0,5.0,5.0,5.0,5.0,4.86,0363 AF5E A7A5 6F3C CC94,f,1,1,0,0,0.11
50604053,https://www.airbnb.com/rooms/50604053,20240905174946,2024-09-06,previous scrape,Lovely 3-bedroom family apartment in Amsterdam.,Your family will be close to everything when you stay at this centrally-located place.,,https://a0.muscache.com/pictures/miso/Hosting-50604053/original/74f6641e-343f-497a-ba66-07d5da37ac0e.jpeg,408866033,https://www.airbnb.com/users/show/408866033,Ali,2021-06-24,,"",N/A,N/A,N/A,f,https://a0.muscache.com/im/pictures/user/6e1cfbc1-0429-49b3-ac50-a822b92c1487.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/6e1cfbc1-0429-49b3-ac50-a822b92c1487.jpg?aki_policy=profile_x_medium,,1,1,"['email', 'phone']",t,t,,De Baarsjes - Oud-West,,52.36124,4.86457,Entire rental unit,Entire home/apt,4,,1 bath,3,,"[""Dishes and silverware"", ""Paid parking on premises"", ""Children\u2019s books and toys for ages 2-5 years old"", ""Record player"", ""Central heating"", ""Washer"", ""Dedicated workspace"", ""Pets allowed"", ""Kitchen"", ""Cooking basics"", ""Carbon monoxide alarm"", ""Hot water"", ""Smoke alarm"", ""Iron"", ""Cleaning products"", ""Radiant heating"", ""Bathtub"", ""Extra pillows and blankets"", ""Game console: PS4"", ""Free dryer \u2013 In unit"", ""Wifi"", ""Hangers"", ""Essentials"", ""Clothing storage: closet and dresser"", ""TV"", ""Room-darkening shades"", ""High chair"", ""Bed linens""]",,2,42,2,2,1125,1125,2.0,1125.0,,t,0,0,0,0,2024-09-06,1,0,0,2021-08-07,2021-08-07,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0363 9F38 C4AC 9B52 069E,f,1,1,0,0,0.03
42510929,https://www.airbnb.com/rooms/42510929,20240905174946,2024-09-06,previous scrape,Cosy and light bedroom in Amsterdam West,"The bedroom (10m2) with a double bed (1,40m wide) and chromecast is situated in a quiet neigbourhood, with bars, restaurants, the best coffee spots and just a 3 minutes walk from Westerpark. We share a fully equipped kitchen, a tiny but comfortable bathroom and a sunny balcony.",,https://a0.muscache.com/pictures/miso/Hosting-42510929/original/5268b38c-fb93-4f3b-9816-893692feb334.jpeg,24903540,https://www.airbnb.com/users/show/24903540,Ambra & Tarik,2014-12-16,"Amsterdam, Netherlands","Hi! We are Tarik and Ambra, we are renting out our second bedroom in our Amsterdam apartment. we live in bos and Lommer, which is close to the city center. You can reach the city center within 10 min by bike. 

Tarik is speaking fluently Arabic, French, English and can understand Spanish.

Ambra is speaking Fluently Dutch, English and can understand Italian.

We like to meet new people, tell them our favorite spots in Amsterdam. Feel free to ask us anything, or nothing at all, we are also cool with that :) ",within an hour,100%,96%,t,https://a0.muscache.com/im/pictures/user/5944efc1-d0ac-41ae-9915-cc9db62b1156.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/5944efc1-d0ac-41ae-9915-cc9db62b1156.jpg?aki_policy=profile_x_medium,,1,1,"['email', 'phone']",t,t,,Bos en Lommer,,52.3815,4.85271,Private room in rental unit,Private room,2,,1 shared bath,,,"[""Dishes and silverware"", ""Shower gel"", ""Garden view"", ""Free washer \u2013 In unit"", ""Coffee"", ""Body soap"", ""Central heating"", ""Portable fans"", ""Coffee maker"", ""Outdoor furniture"", ""Cooking basics"", ""First aid kit"", ""Google Chromecast  Bluetooth sound system"", ""Hot water"", ""AEG stainless steel gas stove"", ""Smoke alarm"", ""Lockbox"", ""Iron"", ""Drying rack for clothing"", ""Cleaning products"", ""Shared patio or balcony"", ""Blender"", ""Microwave"", ""Refrigerator"", ""Wine glasses"", ""Lock on bedroom door"", ""Extra pillows and blankets"", ""Host greets you"", ""Paid street parking off premises"", ""Oven"", ""Hair dryer"", ""Self check-in"", ""Conditioner"", ""Clothing storage: dresser"", ""Wifi"", ""Dishwasher"", ""Hot water kettle"", ""Hangers"", ""Dining table"", ""Essentials"", ""Books and reading material"", ""Freezer"", ""Laundromat nearby"", ""Room-darkening shades"", ""Shampoo"", ""Fire extinguisher"", ""Kitchen"", ""Bed linens"", ""Baking sheet""]",,2,4,2,2,1125,1125,2.0,1125.0,,t,0,0,0,0,2024-09-06,133,32,1,2021-07-09,2024-08-10,4.93,4.98,4.99,4.99,5.0,4.85,4.89,0363 1B2A 1C0D 7D2C 229C,t,1,0,1,0,3.45
37231449,https://www.airbnb.com/rooms/37231449,20240905174946,2024-09-06,previous scrape,Cozy apartment in the heart of the Jordaan,Cozy one bedroom apartment in De Jordaan,"De Jordaan is one of the upscale locations in the Amsterdam. It is home to many art galleries, particularly for modern art, and is also dotted with speciality shops and restaurants. <br /><br />Markets are a must! Don't miss the Noordermarkt, the Westerstraat and Lindengracht.",https://a0.muscache.com/pictures/c5b51f49-b847-43f5-9e3b-f9d321a09775.jpg,22204012,https://www.airbnb.com/users/show/22204012,Sofia,2014-10-06,"Amsterdam, Netherlands","",N/A,N/A,N/A,f,https://a0.muscache.com/im/pictures/user/f25ed64a-a3f8-4cc8-a2e9-6a944beda76c.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/f25ed64a-a3f8-4cc8-a2e9-6a944beda76c.jpg?aki_policy=profile_x_medium,Jordaan,1,1,"['email', 'phone']",t,t,"Amsterdam, Noord-Holland, Netherlands",Centrum-West,,52.37498,4.8765,Entire rental unit,Entire home/apt,2,,1 bath,1,,"[""Dishes and silverware"", ""Shower gel"", ""Coffee"", ""Body soap"", ""Central heating"", ""Washer"", ""Cooking basics"", ""Hot water"", ""Waterfront"", ""Smoke alarm"", ""Stove"", ""Drying rack for clothing"", ""Cleaning products"", ""Mini fridge"", ""Microwave"", ""Refrigerator"", ""Canal view"", ""Paid street parking off premises"", ""Oven"", ""Hair dryer"", ""Wifi"", ""Cleaning available during stay"", ""Mosquito net"", ""Dishwasher"", ""Hot water kettle"", ""Dining table"", ""Essentials"", ""City skyline view"", ""TV"", ""Freezer"", ""Laundromat nearby"", ""Room-darkening shades"", ""Shampoo"", ""Kitchen"", ""Bed linens""]",,3,1125,3,3,1125,1125,3.0,1125.0,,t,0,0,0,0,2024-09-06,12,0,0,2022-04-17,2023-02-02,5.0,4.92,4.92,4.92,5.0,4.92,4.92,0363742354550F1B893E,f,1,1,0,0,0.41
50749565,https://www.airbnb.com/rooms/50749565,20240905174946,2024-09-06,previous scrape,Lovely apartment in beautiful part of Amsterdam,"The apartment has 2 bedrooms: the first with 2p bed and the other has a floor matras of 140x90cm. The bathroom has a spacious shower (and washing machine) and the kitchen is equipped with dishwasher, among other things. The apartment is perfect for a couples, but also for friends visiting Amsterdam:) The balcony has sun all afternoon. It is located in a fairly quiet neighborhood with a large supermarket within walking distance. There are also many nice restaurants and cafes on Walking distance.",,https://a0.muscache.com/pictures/302faa17-d6fa-45b7-9382-6beb17f0f6e4.jpg,23264176,https://www.airbnb.com/users/show/23264176,Pim,2014-11-02,"Amsterdam, Netherlands","Living in Amsterdam, love to snowboard, cook, eat and drink wine/beer! ",N/A,N/A,N/A,f,https://a0.muscache.com/im/pictures/user/6a592319-1731-410e-bdcb-e2dd09de8528.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/6a592319-1731-410e-bdcb-e2dd09de8528.jpg?aki_policy=profile_x_medium,,1,1,"['email', 'phone']",t,t,,De Baarsjes - Oud-West,,52.37331,4.8575,Entire rental unit,Entire home/apt,4,,1 bath,2,,"[""Dishes and silverware"", ""Smoke alarm"", ""Hangers"", ""Essentials"", ""Washer"", ""Heating"", ""TV"", ""Dedicated workspace"", ""Patio or balcony"", ""Cooking basics"", ""Shampoo"", ""Wifi"", ""Private entrance"", ""Kitchen"", ""Hot water""]",,3,365,3,3,365,365,3.0,365.0,,t,0,0,0,0,2024-09-06,7,0,0,2021-07-16,2022-04-16,4.43,4.71,4.86,4.57,4.43,4.57,4.43,0363 DC0B EA37 B8E6 E725,f,1,1,0,0,0.18
